Unnamed: 0,id_estudiante,carrera_alumno,codigo_materia,materia,nivel_materia,repite_materia,nota_final,ppa,ppac,fecha_inscripcion
,1301,INF,FIS100,FISICA I,1,6,0,2,2,2/24/2017
,1302,RED,FIS100,FISICA I,1,4,0,1,1,2/24/2017
,1303,SIS,FIS100,FISICA I,1,4,2,14,14,2/22/2017
,1179,RED,FIS100,FISICA I,1,2,30,33,22,3/1/2017
,1304,SIS,FIS100,FISICA I,1,2,0,18,18,3/30/2017
,11,RED,FIS100,FISICA I,1,2,40,50,50,2/23/2017
,1305,RED,FIS100,FISICA I,1,1,22,59,59,2/22/2017
,1306,INF,FIS100,FISICA I,1,0,65,31,40,3/27/2017
,1306,INF,FIS100,FISICA I,1,1,16,31,40,3/7/2017
,1076,RED,FIS100,FISICA I,1,0,51,44,47,2/24/2017
,1307,INF,FIS100,FISICA I,1,1,8,43,43,2/22/2017
,150,RED,FIS100,FISICA I,1,3,0,27,27,2/24/2017
,1308,SIS,FIS100,FISICA I,1,2,0,11,11,2/22/2017
,1198,RED,FIS100,FISICA I,1,2,0,6,6,3/31/2017
,1309,RED,FIS100,FISICA I,1,1,10,28,28,2/22/2017
,1200,RED,FIS100,FISICA I,1,1,40,36,36,2/24/2017
,1310,SIS,FIS100,FISICA I,1,1,31,57,52,2/22/2017
,1311,RED,FIS100,FISICA I,1,2,0,7,2,2/24/2017
,1312,RED,FIS100,FISICA I,1,1,1,15,15,3/3/2017
,1313,INF,FIS100,FISICA I,1,0,65,38,38,3/1/2017
,1314,INF,FIS100,FISICA I,1,1,22,63,63,2/22/2017
,194,INF,FIS100,FISICA I,1,8,0,8,8,2/24/2017
,1315,INF,FIS100,FISICA I,1,0,70,74,74,2/22/2017
,1316,SIS,FIS100,FISICA I,1,0,55,51,26,4/19/2017
,1317,SIS,FIS100,FISICA I,1,1,10,44,44,2/22/2017
,154,SIS,FIS100,FISICA I,1,3,0,4,4,2/24/2017
,1318,SIS,FIS100,FISICA I,1,1,2,6,9,2/22/2017
,1319,INF,FIS100,FISICA I,1,1,42,57,46,3/30/2017
,1320,SIS,FIS100,FISICA I,1,1,28,62,62,2/22/2017
,1205,SIS,FIS100,FISICA I,1,3,30,6,7,3/27/2017
,1321,INF,FIS100,FISICA I,1,1,10,33,33,2/22/2017
,1171,SIS,FIS100,FISICA I,1,2,40,48,48,2/22/2017
,1322,INF,FIS100,FISICA I,1,3,0,4,4,2/22/2017
,1083,RED,FIS100,FISICA I,1,1,0,12,12,3/9/2017
,1323,INF,FIS100,FISICA I,1,2,0,8,8,3/2/2017
,1084,INF,FIS100,FISICA I,1,3,0,1,1,2/24/2017
,1324,SIS,FIS100,FISICA I,1,3,0,4,4,3/3/2017
,21,RED,FIS100,FISICA I,1,8,0,5,5,2/24/2017
,1325,SIS,FIS100,FISICA I,1,0,55,59,59,2/22/2017
,1326,RED,FIS100,FISICA I,1,2,0,23,23,2/24/2017
,1327,SIS,FIS100,FISICA I,1,1,25,51,53,2/22/2017
,1085,INF,FIS100,FISICA I,1,1,40,54,54,2/23/2017
,1328,INF,FIS100,FISICA I,1,2,4,4,4,2/24/2017
,1329,SIS,FIS100,FISICA I,1,3,0,30,30,2/24/2017
,1330,SIS,FIS100,FISICA I,1,2,9,1,1,2/22/2017
,1086,SIS,FIS100,FISICA I,1,1,0,23,23,3/3/2017
,1331,RED,FIS100,FISICA I,1,0,52,45,45,2/24/2017
,1332,INF,FIS100,FISICA I,1,1,30,53,44,2/24/2017
,1333,INF,FIS100,FISICA I,1,1,1,0,0,2/24/2017
,202,SIS,FIS100,FISICA I,1,3,0,10,10,2/24/2017
,1334,SIS,FIS100,FISICA I,1,1,0,0,0,3/28/2017
,1214,INF,FIS100,FISICA I,1,2,0,6,6,3/1/2017
,1335,SIS,FIS100,FISICA I,1,3,0,1,1,3/28/2017
,1336,SIS,FIS100,FISICA I,1,7,0,5,5,2/24/2017
,1337,SIS,FIS100,FISICA I,1,1,31,62,62,2/22/2017
,1144,INF,FIS100,FISICA I,1,6,0,6,6,2/24/2017
,1338,INF,FIS100,FISICA I,1,1,3,1,1,2/22/2017
,1095,SIS,FIS100,FISICA I,1,4,0,1,1,2/24/2017
,1339,SIS,FIS100,FISICA I,1,3,0,2,1,2/24/2017
,1099,SIS,FIS100,FISICA I,1,1,0,11,16,3/29/2017
,1340,INF,FIS100,FISICA I,1,4,11,19,19,3/3/2017
,1216,SIS,FIS100,FISICA I,1,3,0,21,22,2/23/2017
,1341,SIS,FIS100,FISICA I,1,1,7,48,48,2/22/2017
,159,SIS,FIS100,FISICA I,1,3,0,4,4,2/24/2017
,1342,SIS,FIS100,FISICA I,1,2,0,4,4,3/27/2017
,107,SIS,FIS100,FISICA I,1,3,0,27,19,3/1/2017
,1343,SIS,FIS100,FISICA I,1,2,7,34,34,2/22/2017
,1104,INF,FIS100,FISICA I,1,3,0,12,12,2/24/2017
,288,SIS,FIS100,FISICA I,1,5,0,7,5,3/28/2017
,773,INF,FIS100,FISICA I,1,4,0,37,37,3/31/2017
,1344,SIS,FIS100,FISICA I,1,2,6,41,41,2/22/2017
,1345,SIS,FIS100,FISICA I,1,3,0,23,23,2/22/2017
,1346,RED,FIS100,FISICA I,1,1,16,41,41,2/22/2017
,1181,RED,FIS100,FISICA I,1,2,40,31,29,2/24/2017
,1347,SIS,FIS100,FISICA I,1,5,5,25,25,3/2/2017
,1348,SIS,FIS100,FISICA I,1,1,65,27,27,2/24/2017
,1349,SIS,FIS100,FISICA I,1,4,0,4,4,2/22/2017
,1152,SIS,FIS100,FISICA I,1,4,0,2,2,2/24/2017
,1350,INF,FIS100,FISICA I,1,1,6,33,33,2/22/2017
,1351,SIS,FIS100,FISICA I,1,2,0,0,0,3/1/2017
,1352,RED,FIS100,FISICA I,1,3,0,1,1,2/23/2017
,1226,RED,FIS100,FISICA I,1,1,0,7,7,4/19/2017
,1353,SIS,FIS100,FISICA I,1,2,0,1,1,3/29/2017
,292,INF,FIS100,FISICA I,1,2,51,25,25,3/1/2017
,1354,SIS,FIS100,FISICA I,1,2,4,14,14,2/22/2017
,1355,SIS,FIS100,FISICA I,1,2,0,4,7,3/3/2017
,1356,INF,FIS100,FISICA I,1,0,52,58,64,3/28/2017
,1357,INF,FIS100,FISICA I,1,0,51,18,32,2/24/2017
,1358,SIS,FIS100,FISICA I,1,2,24,35,35,2/22/2017
,1359,SIS,FIS100,FISICA I,1,3,30,31,31,2/23/2017
,1360,INF,FIS100,FISICA I,1,2,35,46,46,3/3/2017
,1108,INF,FIS100,FISICA I,1,2,0,19,0,2/24/2017
,1361,SIS,FIS100,FISICA I,1,2,23,54,39,2/22/2017
,1156,SIS,FIS100,FISICA I,1,2,0,2,2,2/24/2017
,1362,SIS,FIS100,FISICA I,1,3,0,0,0,3/30/2017
,1112,RED,FIS100,FISICA I,1,3,30,41,39,2/24/2017
,1363,SIS,FIS100,FISICA I,1,3,0,1,1,3/28/2017
,1158,INF,FIS100,FISICA I,1,2,30,44,44,2/24/2017
,1364,SIS,FIS100,FISICA I,1,0,67,74,74,2/22/2017
,122,INF,FIS100,FISICA I,1,4,30,26,26,3/3/2017
,1365,RED,FIS100,FISICA I,1,2,16,49,49,2/22/2017
,1236,SIS,FIS100,FISICA I,1,1,30,27,27,3/3/2017
,1366,SIS,FIS100,FISICA I,1,1,36,57,57,2/22/2017
,1367,RED,FIS100,FISICA I,1,3,0,4,4,2/24/2017
,1368,SIS,FIS100,FISICA I,1,1,10,47,47,2/23/2017
,1369,INF,FIS100,FISICA I,1,3,0,12,8,2/24/2017
,1370,SIS,FIS100,FISICA I,1,0,64,75,75,2/22/2017
,231,SIS,FIS100,FISICA I,1,1,61,32,32,2/23/2017
,1371,SIS,FIS100,FISICA I,1,1,13,22,22,2/22/2017
,1118,INF,FIS100,FISICA I,1,3,0,4,4,2/24/2017
,1372,SIS,FIS100,FISICA I,1,0,74,64,64,2/22/2017
,62,SIS,FIS100,FISICA I,1,1,67,51,51,2/23/2017
,1373,INF,FIS100,FISICA I,1,1,18,56,56,2/22/2017
,1121,RED,FIS100,FISICA I,1,4,0,15,15,2/24/2017
,1374,INF,FIS100,FISICA I,1,0,67,68,68,2/22/2017
,1241,SIS,FIS100,FISICA I,1,2,51,29,29,2/23/2017
,1375,RED,FIS100,FISICA I,1,4,5,11,11,2/22/2017
,237,SIS,FIS100,FISICA I,1,4,40,21,21,2/24/2017
,1376,SIS,FIS100,FISICA I,1,3,0,8,4,3/29/2017
,1377,SIS,FIS100,FISICA I,1,2,40,34,19,3/1/2017
,1378,INF,FIS100,FISICA I,1,1,16,46,46,2/22/2017
,1379,INF,FIS100,FISICA I,1,2,65,21,21,2/24/2017
,1380,INF,FIS100,FISICA I,1,1,11,48,48,2/22/2017
,1164,SIS,FIS100,FISICA I,1,1,0,29,29,4/20/2017
,1381,SIS,FIS100,FISICA I,1,1,0,18,18,3/1/2017
,1382,INF,FIS100,FISICA I,1,0,60,43,43,2/22/2017
,1383,INF,FIS100,FISICA I,1,3,0,8,8,3/31/2017
,1384,SIS,FIS100,FISICA I,1,0,51,46,46,2/22/2017
,1385,INF,FIS100,FISICA I,1,1,0,35,35,2/22/2017
,1386,SIS,FIS100,FISICA I,1,0,51,47,47,2/22/2017
,1387,RED,FIS100,FISICA I,1,1,27,20,20,2/22/2017
,1388,SIS,FIS100,FISICA I,1,1,24,27,27,2/22/2017
,1389,INF,FIS100,FISICA I,1,8,0,4,4,3/27/2017
,1390,INF,FIS100,FISICA I,1,0,88,75,75,2/22/2017
,1391,INF,FIS100,FISICA I,1,0,51,51,51,2/22/2017
,1392,INF,FIS100,FISICA I,1,1,45,43,43,2/22/2017
,1393,SIS,FIS100,FISICA I,1,4,0,19,19,2/22/2017
,1394,SIS,FIS100,FISICA I,1,8,41,20,20,3/27/2017
,1395,SIS,FIS100,FISICA I,1,0,51,49,49,2/24/2017
,1396,INF,FIS100,FISICA I,1,0,55,40,40,2/22/2017
,1397,INF,FIS100,FISICA I,1,2,32,21,21,2/22/2017
,1398,SIS,FIS100,FISICA I,1,0,63,44,44,2/22/2017
,1399,RED,FIS100,FISICA I,1,0,62,60,60,2/22/2017
,1400,SIS,FIS100,FISICA I,1,0,51,59,59,3/3/2017
,1401,SIS,FIS100,FISICA I,1,0,51,42,42,2/24/2017
,1402,RED,FIS100,FISICA I,1,0,51,53,53,3/30/2017
,1403,SIS,FIS100,FISICA I,1,2,12,7,7,4/19/2017
,1404,RED,FIS100,FISICA I,1,2,33,32,10,3/2/2017
,1405,RED,FIS100,FISICA I,1,0,56,58,58,2/22/2017
,1406,SIS,FIS100,FISICA I,1,0,70,58,58,2/22/2017
,1407,INF,FIS100,FISICA I,1,0,62,46,46,2/22/2017
,1408,INF,FIS100,FISICA I,1,0,53,50,50,2/22/2017
,1409,SIS,FIS100,FISICA I,1,2,57,27,27,3/27/2017
,1410,INF,FIS100,FISICA I,1,0,61,60,60,2/22/2017
,1411,SIS,FIS100,FISICA I,1,0,51,60,60,5/17/2017
,1412,SIS,FIS100,FISICA I,1,1,24,37,37,2/22/2017
,1413,INF,FIS100,FISICA I,1,0,54,53,53,2/22/2017
,1414,SIS,FIS100,FISICA I,1,4,12,5,5,2/22/2017
,1415,INF,FIS100,FISICA I,1,0,56,45,45,2/22/2017
,1416,SIS,FIS100,FISICA I,1,1,11,62,20,3/2/2017
,1417,SIS,FIS100,FISICA I,1,0,54,49,49,2/22/2017
,1418,SIS,FIS100,FISICA I,1,3,18,14,14,2/22/2017
,1419,SIS,FIS100,FISICA I,1,0,83,66,66,2/22/2017
,1420,RED,FIS100,FISICA I,1,3,41,35,35,3/27/2017
,1421,INF,FIS100,FISICA I,1,0,59,35,35,2/22/2017
,1422,SIS,FIS100,FISICA I,1,2,0,3,3,2/22/2017
,1423,SIS,FIS100,FISICA I,1,1,29,19,19,2/24/2017
,1424,SIS,FIS100,FISICA I,1,0,54,46,46,2/22/2017
,1425,RED,FIS100,FISICA I,1,0,51,34,34,2/22/2017
,1426,INF,FIS100,FISICA I,1,0,59,57,57,2/22/2017
,1427,RED,FIS100,FISICA I,1,2,40,34,34,2/24/2017
,1428,INF,FIS100,FISICA I,1,0,52,48,48,2/22/2017
,1429,SIS,FIS100,FISICA I,1,1,26,14,14,3/3/2017
,1430,INF,FIS100,FISICA I,1,2,40,11,20,2/22/2017
,1431,SIS,FIS100,FISICA I,1,2,0,2,2,2/22/2017
,1432,INF,FIS100,FISICA I,1,0,51,58,58,2/22/2017
,1433,INF,FIS100,FISICA I,1,2,0,13,3,2/22/2017
,1434,INF,FIS100,FISICA I,1,2,31,43,43,2/22/2017
,933,RED,FIS100,FISICA I,1,3,30,54,43,3/27/2017
,1435,SIS,FIS100,FISICA I,1,0,52,55,55,2/22/2017
,1436,INF,FIS100,FISICA I,1,0,56,21,21,2/22/2017
,1437,SIS,FIS100,FISICA I,1,0,56,44,44,2/22/2017
,1438,SIS,FIS100,FISICA I,1,0,51,33,33,2/24/2017
,1439,RED,FIS100,FISICA I,1,0,68,62,62,2/22/2017
,1440,SIS,FIS100,FISICA I,1,1,0,34,34,3/2/2017
,1441,SIS,FIS100,FISICA I,1,0,51,31,31,2/22/2017
,1442,SIS,FIS100,FISICA I,1,4,0,18,18,2/24/2017
,1443,SIS,FIS100,FISICA I,1,4,29,24,24,2/22/2017
,1444,RED,FIS100,FISICA I,1,2,0,1,1,3/3/2017
,1445,INF,FIS100,FISICA I,1,3,0,13,13,2/22/2017
,1446,RED,FIS100,FISICA I,1,2,0,1,1,2/24/2017
,1447,SIS,FIS100,FISICA I,1,3,19,4,4,3/3/2017
,1448,SIS,FIS100,FISICA I,1,0,57,50,50,2/22/2017
,1449,RED,FIS100,FISICA I,1,1,40,43,43,2/22/2017
,1450,INF,FIS100,FISICA I,1,0,58,46,46,2/24/2017
,1451,RED,FIS100,FISICA I,1,0,51,51,51,3/2/2017
,1452,SIS,FIS100,FISICA I,1,3,41,35,21,3/27/2017
,1453,SIS,FIS100,FISICA I,1,0,60,60,60,2/22/2017
,73,SIS,FIS100,FISICA I,1,6,0,8,8,3/29/2017
,1454,SIS,FIS100,FISICA I,1,0,51,21,21,2/22/2017
,1455,RED,FIS100,FISICA I,1,3,0,14,14,2/22/2017
,1456,SIS,FIS100,FISICA I,1,3,76,48,48,3/28/2017
,1457,INF,FIS100,FISICA I,1,2,29,29,29,2/22/2017
,1458,SIS,FIS100,FISICA I,1,3,18,13,13,2/22/2017
,1459,SIS,FIS100,FISICA I,1,0,74,52,52,2/22/2017
,1460,SIS,FIS100,FISICA I,1,2,43,29,29,2/22/2017
,1461,SIS,FIS100,FISICA I,1,7,43,15,15,3/27/2017
,1462,SIS,FIS100,FISICA I,1,1,1,5,5,2/22/2017
,1463,INF,FIS100,FISICA I,1,0,65,67,56,3/31/2017
,1464,INF,FIS100,FISICA I,1,1,29,29,24,2/22/2017
,1465,SIS,FIS100,FISICA I,1,1,28,15,15,2/22/2017
,1466,SIS,FIS100,FISICA I,1,0,56,38,38,2/22/2017
,1467,SIS,FIS100,FISICA I,1,0,85,61,61,2/22/2017
,1468,RED,FIS100,FISICA I,1,2,18,4,4,2/24/2017
,1469,SIS,FIS100,FISICA I,1,0,60,50,50,3/30/2017
,1470,SIS,FIS100,FISICA I,1,1,1,0,0,3/3/2017
,1471,SIS,FIS100,FISICA I,1,1,45,72,72,2/22/2017
,1472,RED,FIS100,FISICA I,1,3,38,6,6,3/1/2017
,1473,RED,FIS100,FISICA I,1,0,58,35,34,3/28/2017
,1474,INF,FIS100,FISICA I,1,0,68,52,52,2/22/2017
,1475,INF,FIS100,FISICA I,1,1,14,14,24,2/23/2017
,1476,INF,FIS100,FISICA I,1,0,55,40,40,3/3/2017
,1477,SIS,FIS100,FISICA I,1,0,88,33,33,2/22/2017
,1478,INF,FIS100,FISICA I,1,0,57,47,47,2/22/2017
,1479,INF,FIS100,FISICA I,1,0,77,64,64,2/22/2017
,1480,RED,FIS100,FISICA I,1,0,69,34,34,2/22/2017
,1481,SIS,FIS100,FISICA I,1,0,59,56,56,2/24/2017
,1482,RED,FIS100,FISICA I,1,1,39,43,43,2/22/2017
,1483,INF,FIS100,FISICA I,1,2,30,15,15,2/22/2017
,1484,RED,FIS100,FISICA I,1,0,59,32,32,2/22/2017
,1485,SIS,FIS100,FISICA I,1,2,51,26,26,4/19/2017
,1486,RED,FIS100,FISICA I,1,1,38,35,35,2/22/2017
,1487,INF,FIS100,FISICA I,1,1,23,21,21,2/22/2017
,1488,INF,FIS100,FISICA I,1,0,62,57,57,2/22/2017
,1489,RED,FIS100,FISICA I,1,0,77,56,56,2/22/2017
,1345,SIS,FIS100,FISICA I,1,4,5,23,23,3/30/2017
,1490,SIS,FIS100,FISICA I,1,3,1,6,1,3/2/2017
,1491,SIS,FIS100,FISICA I,1,1,8,2,2,2/24/2017
,1492,INF,FIS100,FISICA I,1,1,1,24,0,3/2/2017
,292,INF,FIS100,FISICA I,1,1,65,25,25,3/27/2017
,1493,RED,FIS100,FISICA I,1,2,40,54,33,2/22/2017
,1494,SIS,FIS100,FISICA I,1,0,53,19,19,2/22/2017
,1495,INF,FIS100,FISICA I,1,0,88,74,74,2/22/2017
,1496,SIS,FIS100,FISICA I,1,2,10,35,35,2/24/2017
,1497,SIS,FIS100,FISICA I,1,3,2,2,2,2/23/2017
,1498,SIS,FIS100,FISICA I,1,0,53,56,56,2/22/2017
,1499,SIS,FIS100,FISICA I,1,0,59,61,61,2/22/2017
,1500,SIS,FIS100,FISICA I,1,1,1,1,1,3/3/2017
,1501,INF,FIS100,FISICA I,1,1,45,23,23,2/22/2017
,1502,SIS,FIS100,FISICA I,1,0,61,42,42,2/22/2017
,1503,SIS,FIS100,FISICA I,1,1,16,12,12,3/30/2017
,1504,RED,FIS100,FISICA I,1,0,77,58,58,2/22/2017
,1505,RED,FIS100,FISICA I,1,2,31,17,17,2/24/2017
,1506,RED,FIS100,FISICA I,1,1,1,0,0,2/22/2017
,1507,SIS,FIS100,FISICA I,1,0,74,51,51,2/22/2017
,1508,INF,FIS100,FISICA I,1,2,1,61,22,3/31/2017
,1509,RED,FIS100,FISICA I,1,4,1,9,9,3/2/2017
,1510,SIS,FIS100,FISICA I,1,0,73,55,55,2/22/2017
,1511,SIS,FIS100,FISICA I,1,0,70,67,67,2/22/2017
,1512,SIS,FIS100,FISICA I,1,0,53,38,38,3/27/2017
,1513,INF,FIS100,FISICA I,1,1,44,20,20,2/22/2017
,1514,SIS,FIS100,FISICA I,1,0,72,66,48,2/22/2017
,1515,SIS,FIS100,FISICA I,1,0,77,55,55,3/27/2017
,1516,RED,FIS100,FISICA I,1,0,56,41,41,2/22/2017
,1517,INF,FIS100,FISICA I,1,0,54,56,56,2/22/2017
,1518,SIS,FIS100,FISICA I,1,4,34,5,5,2/22/2017
,1519,RED,FIS100,FISICA I,1,1,1,0,0,2/23/2017
,1520,RED,FIS100,FISICA I,1,0,62,60,60,2/22/2017
,138,SIS,FIS100,FISICA I,1,6,1,8,8,3/1/2017
,1521,RED,FIS100,FISICA I,1,0,80,81,81,2/22/2017
,1522,RED,FIS100,FISICA I,1,7,17,17,17,3/27/2017
,76,SIS,FIS100,FISICA I,1,2,10,22,22,3/31/2017
,1523,SIS,FIS100,FISICA I,1,5,10,10,10,2/22/2017
,1524,INF,FIS100,FISICA I,1,2,20,15,16,3/1/2017
,7,SIS,FIS100,FISICA I,1,2,10,11,11,3/3/2017
,1525,SIS,FIS100,FISICA I,1,2,10,11,11,2/24/2017
,1526,RED,FIS100,FISICA I,1,7,10,16,8,3/1/2017
,1527,SIS,FIS100,FISICA I,1,4,10,6,6,2/24/2017
,1528,INF,FIS100,FISICA I,1,1,10,56,56,2/22/2017
,1529,INF,FIS100,FISICA I,1,1,29,26,26,2/22/2017
,1313,INF,FIS100,FISICA I,1,3,31,38,38,3/29/2017
,1530,RED,FIS100,FISICA I,1,3,10,1,1,3/2/2017
,1531,SIS,FIS100,FISICA I,1,0,65,36,36,3/1/2017
,1532,SIS,FIS100,FISICA I,1,3,10,16,16,3/28/2017
,1533,SIS,FIS100,FISICA I,1,4,23,4,4,2/22/2017
,1534,INF,FIS100,FISICA I,1,4,10,1,1,3/7/2017
,1535,SIS,FIS100,FISICA I,1,3,10,17,16,3/29/2017
,278,RED,FIS100,FISICA I,1,10,10,8,8,3/27/2017
,1536,RED,FIS100,FISICA I,1,6,10,24,24,3/27/2017
,1537,RED,FIS100,FISICA I,1,3,10,6,6,2/22/2017
,1538,INF,FIS100,FISICA I,1,0,51,33,33,2/22/2017
,1539,SIS,FIS100,FISICA I,1,1,17,41,41,2/23/2017
,1540,SIS,FIS100,FISICA I,1,7,0,6,6,2/24/2017
,1541,INF,FIS100,FISICA I,1,3,28,35,35,3/1/2017
,1542,SIS,FIS100,FISICA I,1,6,10,4,4,2/23/2017
,112,SIS,FIS100,FISICA I,1,3,33,29,29,3/27/2017
,1543,SIS,FIS100,FISICA I,1,1,10,13,13,3/1/2017
,1544,INF,FIS100,FISICA I,1,1,10,7,7,3/7/2017
,1545,INF,FIS100,FISICA I,1,3,24,24,24,2/22/2017
,1546,SIS,FIS100,FISICA I,1,5,13,8,8,3/3/2017
,1547,SIS,FIS100,FISICA I,1,5,10,8,8,3/27/2017
,1548,INF,FIS100,FISICA I,1,1,10,6,6,2/22/2017
,161,INF,FIS100,FISICA I,1,5,10,9,9,3/3/2017
,1549,SIS,FIS100,FISICA I,1,6,10,11,11,2/24/2017
,1550,SIS,FIS100,FISICA I,1,2,10,4,4,2/22/2017
,726,SIS,FIS100,FISICA I,1,1,10,27,27,3/30/2017
,1551,SIS,FIS100,FISICA I,1,1,10,4,4,2/22/2017
,1552,RED,FIS100,FISICA I,1,2,10,16,16,3/2/2017
,1553,SIS,FIS100,FISICA I,1,1,26,29,29,2/23/2017
,1554,RED,FIS100,FISICA I,1,3,16,41,10,3/30/2017
,1555,SIS,FIS100,FISICA I,1,0,55,57,57,2/23/2017
,1556,INF,FIS100,FISICA I,1,1,16,53,53,2/22/2017
,1557,INF,FIS100,FISICA I,1,6,10,9,9,3/1/2017
,1558,SIS,FIS100,FISICA I,1,1,10,4,4,2/22/2017
,1559,SIS,FIS100,FISICA I,1,2,22,32,32,2/24/2017
,1560,SIS,FIS100,FISICA I,1,4,10,15,15,4/20/2017
,1561,SIS,FIS100,FISICA I,1,0,58,70,70,2/22/2017
,63,SIS,FIS100,FISICA I,1,3,10,2,2,3/27/2017
,1562,RED,FIS100,FISICA I,1,0,51,47,47,2/22/2017
,1563,INF,FIS100,FISICA I,1,3,10,9,9,2/23/2017
,1564,SIS,FIS100,FISICA I,1,0,71,72,72,2/22/2017
,1565,INF,FIS100,FISICA I,1,0,51,47,47,2/22/2017
,1566,INF,FIS100,FISICA I,1,2,10,66,41,4/21/2017
,1567,INF,FIS100,FISICA I,1,5,25,14,14,2/23/2017
,1568,SIS,FIS100,FISICA I,1,1,12,4,4,2/26/2017
,407,SIS,FIS100,FISICA I,1,4,10,28,28,3/31/2017
,1569,RED,FIS100,FISICA I,1,2,10,6,6,3/30/2017
,1377,SIS,FIS100,FISICA I,1,3,21,34,19,3/1/2017
,1570,INF,FIS100,FISICA I,1,1,10,4,4,2/24/2017
,1571,INF,FIS100,FISICA I,1,2,14,11,11,2/22/2017
,1572,RED,FIS100,FISICA I,1,1,10,4,4,2/22/2017
,1573,INF,FIS100,FISICA I,1,2,10,38,38,2/22/2017
,1574,INF,FIS100,FISICA I,1,4,18,25,25,2/22/2017
,1575,INF,FIS100,FISICA I,1,6,15,16,16,2/23/2017
,1576,SIS,FIS100,FISICA I,1,3,10,6,4,3/28/2017
,255,SIS,FIS102,FISICA II,2,7,8,10,10,3/1/2017
,1577,OTRO,FIS102,FISICA II,2,0,72,42,42,3/6/2017
,1578,RED,FIS102,FISICA II,2,9,0,22,22,2/24/2017
,259,SIS,FIS102,FISICA II,2,0,52,41,41,3/1/2017
,471,RED,FIS102,FISICA II,2,6,0,14,14,2/24/2017
,1579,SIS,FIS102,FISICA II,2,6,0,18,18,2/24/2017
,338,SIS,FIS102,FISICA II,2,8,27,18,18,3/3/2017
,1580,OTRO,FIS102,FISICA II,2,0,51,43,43,3/29/2017
,1581,OTRO,FIS102,FISICA II,2,2,70,41,41,3/6/2017
,420,SIS,FIS102,FISICA II,2,11,0,12,12,2/24/2017
,1582,RED,FIS102,FISICA II,2,1,71,23,23,2/24/2017
,191,INF,FIS102,FISICA II,2,6,0,18,18,2/24/2017
,1583,OTRO,FIS102,FISICA II,2,0,70,38,38,4/19/2017
,1584,OTRO,FIS102,FISICA II,2,0,80,55,55,4/19/2017
,1585,OTRO,FIS102,FISICA II,2,1,75,35,35,3/29/2017
,1586,RED,FIS102,FISICA II,2,2,35,36,36,2/24/2017
,1587,OTRO,FIS102,FISICA II,2,12,40,35,35,3/6/2017
,1588,SIS,FIS102,FISICA II,2,3,0,27,27,2/24/2017
,198,INF,FIS102,FISICA II,2,1,70,43,43,2/23/2017
,1589,OTRO,FIS102,FISICA II,2,0,65,53,53,4/6/2017
,1590,OTRO,FIS102,FISICA II,2,9,0,30,30,3/29/2017
,1591,SIS,FIS102,FISICA II,2,0,66,31,31,2/24/2017
,1592,OTRO,FIS102,FISICA II,2,4,65,36,36,3/29/2017
,1593,INF,FIS102,FISICA II,2,0,60,59,59,3/2/2017
,274,INF,FIS102,FISICA II,2,0,75,42,42,2/22/2017
,1594,INF,FIS102,FISICA II,2,3,42,28,28,2/24/2017
,1595,INF,FIS102,FISICA II,2,9,0,19,19,2/24/2017
,1596,OTRO,FIS102,FISICA II,2,0,78,57,47,4/21/2017
,433,INF,FIS102,FISICA II,2,3,10,22,17,2/23/2017
,1597,OTRO,FIS102,FISICA II,2,0,70,49,49,3/29/2017
,1598,INF,FIS102,FISICA II,2,1,42,44,44,2/24/2017
,1599,SIS,FIS102,FISICA II,2,0,80,49,49,2/23/2017
,110,SIS,FIS102,FISICA II,2,0,70,42,42,2/23/2017
,1600,OTRO,FIS102,FISICA II,2,1,25,39,39,4/7/2017
,1601,OTRO,FIS102,FISICA II,2,1,68,35,35,4/19/2017
,207,SIS,FIS102,FISICA II,2,0,72,52,52,2/22/2017
,1602,SIS,FIS102,FISICA II,2,4,0,21,21,3/1/2017
,1603,INF,FIS102,FISICA II,2,4,0,14,14,2/24/2017
,694,SIS,FIS102,FISICA II,2,0,75,67,63,2/22/2017
,1604,SIS,FIS102,FISICA II,2,2,25,49,49,2/22/2017
,290,INF,FIS102,FISICA II,2,2,51,21,21,2/24/2017
,695,SIS,FIS102,FISICA II,2,0,80,42,42,2/24/2017
,1605,OTRO,FIS102,FISICA II,2,3,70,38,37,3/6/2017
,1606,OTRO,FIS102,FISICA II,2,1,0,35,35,4/17/2017
,1607,RED,FIS102,FISICA II,2,0,68,54,54,2/23/2017
,1608,OTRO,FIS102,FISICA II,2,0,71,51,51,3/27/2017
,1609,OTRO,FIS102,FISICA II,2,0,67,45,45,3/30/2017
,1610,SIS,FIS102,FISICA II,2,5,15,11,11,3/2/2017
,1611,OTRO,FIS102,FISICA II,2,0,63,46,46,3/29/2017
,1612,RED,FIS102,FISICA II,2,1,20,20,20,2/24/2017
,171,SIS,FIS102,FISICA II,2,3,75,33,33,2/24/2017
,1613,OTRO,FIS102,FISICA II,2,8,0,16,16,3/29/2017
,1614,OTRO,FIS102,FISICA II,2,0,69,52,52,3/6/2017
,1615,OTRO,FIS102,FISICA II,2,0,51,42,42,3/31/2017
,62,SIS,FIS102,FISICA II,2,0,68,51,51,2/23/2017
,1616,OTRO,FIS102,FISICA II,2,0,78,55,55,3/27/2017
,235,SIS,FIS102,FISICA II,2,0,72,52,52,4/6/2017
